PM2.5,PM10,NO2,SO2,O3,Temperature,Humidity,Industrial_Proximity,Population_Density,Risk_Score,Disease_Risk
18.6,24.2,16.64,4.68,25.41,32.28,70.56,0,17004.07,21.5,Low
27.85,54.9,31.26,7.09,54.44,21.9,66.35,0,22208.17,33.71,Low
12.82,18.55,63.17,25.69,5.0,25.96,61.82,0,8290.43,29.48,Low
21.53,35.95,34.24,32.2,45.19,30.71,31.45,0,21221.99,33.08,Low
54.54,126.56,18.2,28.89,14.07,12.75,36.3,1,8800.26,70.35,Moderate
37.35,65.42,87.0,13.69,22.46,31.13,46.27,0,22407.08,54.26,Moderate
15.25,36.45,27.29,15.48,47.37,8.07,54.01,0,20052.12,32.68,Low
28.52,52.68,50.06,14.02,25.01,24.87,78.1,0,24598.13,35.66,Low
66.6,114.45,53.03,2.22,63.15,21.43,60.49,0,20768.18,62.31,Moderate
23.37,50.84,24.39,4.05,54.13,11.89,50.45,0,10256.14,34.12,Low
14.01,18.15,1.77,20.94,26.05,41.91,55.79,0,3196.95,21.11,Low
46.1,60.68,15.02,9.44,35.49,26.67,80.62,1,21919.69,54.34,Moderate
4.27,8.74,15.63,0.73,17.93,18.47,61.91,0,14494.18,12.4,Low
26.75,49.03,25.04,14.27,49.46,26.42,70.01,1,21524.47,50.2,Moderate
70.16,156.28,21.07,4.49,71.36,49.87,52.74,0,9984.66,70.03,Moderate
27.96,66.86,21.98,3.82,16.1,15.05,31.09,0,1209.26,31.43,Low
57.9,98.72,26.24,2.12,43.77,31.58,69.81,1,1784.21,68.78,Moderate
13.86,27.37,29.98,5.77,46.47,15.85,64.84,1,16927.21,47.07,Low
27.21,50.37,5.3,0.35,15.0,29.82,74.51,0,3304.33,21.46,Low
25.46,63.04,29.61,4.48,19.83,18.41,61.26,0,18763.82,31.1,Low
44.54,101.58,41.64,21.14,5.0,23.36,96.3,0,10776.34,43.9,Low
34.02,81.15,87.8,17.18,51.22,26.58,45.87,0,14296.14,55.69,Moderate
75.86,116.12,28.83,29.02,32.81,38.2,43.69,1,20129.73,83.39,Moderate
22.45,49.48,47.95,18.48,25.49,10.26,57.25,0,6700.25,40.08,Low
33.75,52.15,39.06,0.17,81.29,42.0,55.57,1,10616.11,67.07,Moderate
26.13,38.45,13.55,9.22,5.0,5.82,57.07,0,18374.15,29.38,Low
32.13,78.01,30.21,8.48,65.7,28.28,58.53,0,23001.48,38.77,Low
30.22,37.02,68.59,3.95,5.0,25.6,55.18,0,7612.34,37.56,Low
16.58,40.71,66.24,2.12,29.59,23.69,51.82,1,15756.71,54.4,Moderate
52.69,73.46,66.17,20.07,6.03,25.36,45.14,0,23804.74,51.07,Moderate
19.88,45.04,133.15,11.73,23.6,30.22,68.34,0,16396.88,58.54,Moderate
18.85,29.39,41.26,3.27,29.18,29.62,77.88,0,22373.33,28.41,Low
8.93,14.79,18.53,1.76,25.81,23.2,100.0,0,23523.38,14.27,Low
21.99,32.58,41.93,25.02,45.0,32.03,65.53,0,23268.89,35.15,Low
19.69,38.62,11.91,21.55,57.55,22.7,76.93,1,19082.69,44.37,Low
5.21,8.61,37.08,22.03,37.74,25.93,63.25,0,14026.34,20.51,Low
27.77,57.05,11.31,20.83,46.47,36.58,70.59,0,2870.44,32.72,Low
73.83,90.09,14.89,20.82,71.22,36.87,58.92,0,5956.3,58.15,Moderate
10.43,13.39,4.71,18.9,26.04,35.48,55.67,0,6766.29,16.66,Low
31.74,42.2,35.16,6.53,58.08,14.75,56.44,0,1314.86,39.05,Low
27.31,47.65,63.89,20.56,90.51,29.26,88.45,1,2997.12,68.1,Moderate
48.39,109.33,28.95,13.44,76.28,29.61,86.74,1,7721.54,70.25,Moderate
50.64,119.23,26.24,4.65,72.59,42.68,47.44,0,2723.15,56.61,Moderate
107.07,162.57,15.87,11.95,54.56,32.93,67.5,1,4653.61,94.46,High
38.24,74.44,51.28,32.2,63.02,18.73,56.07,1,1833.23,70.78,Moderate
17.81,39.16,57.2,15.59,30.32,21.18,86.9,0,10705.05,34.7,Low
21.54,33.94,7.01,17.36,38.37,-0.43,42.2,0,20622.52,32.4,Low
23.16,40.11,30.9,3.61,36.05,24.23,77.07,1,20399.97,46.9,Low
20.29,38.17,50.0,4.99,26.73,21.31,61.5,0,22669.82,31.95,Low
84.88,116.74,18.39,13.48,42.93,19.75,32.17,0,18767.19,59.41,Moderate
49.13,60.62,5.93,10.27,29.51,17.2,88.83,0,6488.83,35.37,Low
44.3,61.96,10.8,8.81,41.24,40.37,34.04,0,17708.55,39.85,Low
14.33,28.87,70.94,3.68,12.39,-1.88,44.7,0,18968.64,44.94,Low
50.32,65.2,55.83,4.86,29.33,12.31,41.35,1,13806.13,73.16,Moderate
63.54,91.92,60.73,1.91,66.31,48.87,79.52,0,20271.76,71.58,Moderate
27.66,45.33,8.28,7.09,43.9,34.84,50.85,1,2246.01,48.1,Low
21.36,27.8,49.67,10.34,66.69,28.06,42.56,0,15072.12,35.46,Low
77.0,111.59,74.02,11.09,27.89,24.95,69.2,0,12257.39,68.09,Moderate
19.37,46.2,15.01,31.37,35.03,19.15,43.37,0,20227.69,26.44,Low
17.9,21.93,22.64,0.64,44.3,12.24,66.98,1,3635.03,47.02,Low
15.71,32.2,31.87,45.96,36.11,28.68,65.47,1,5709.29,49.11,Low
30.71,52.19,35.81,20.86,12.11,33.0,63.8,1,14187.95,55.54,Moderate
38.17,79.18,19.21,12.81,51.34,18.07,30.78,0,23706.53,38.83,Low
58.35,114.68,53.65,4.44,20.29,6.83,77.44,0,2538.4,62.46,Moderate
45.58,67.93,40.11,7.55,39.79,31.65,81.99,0,18712.74,45.12,Low
45.12,103.83,12.55,20.48,5.0,32.75,74.23,0,5532.28,38.62,Low
69.47,127.8,51.26,5.43,27.03,33.32,71.4,0,3083.5,63.35,Moderate
15.14,34.35,23.93,22.11,37.48,23.41,57.42,0,10171.77,23.42,Low
9.89,17.1,41.35,11.7,51.23,3.41,85.9,0,14784.79,35.16,Low
46.99,116.53,13.52,11.66,15.29,12.75,39.22,0,20761.94,43.33,Low
29.74,65.48,14.21,20.51,22.18,37.86,25.97,0,16049.95,33.4,Low
58.48,143.62,5.44,3.28,75.29,11.49,78.72,0,12545.85,54.0,Moderate
31.65,59.15,58.48,8.6,79.3,32.0,33.7,0,7498.85,48.41,Low
20.83,37.83,47.88,10.4,50.29,14.79,76.48,0,7667.55,37.66,Low
47.42,103.47,32.01,19.7,65.59,13.78,38.71,0,19379.13,53.06,Moderate
34.33,80.48,7.95,29.3,32.1,43.26,69.62,0,3294.46,39.44,Low
31.67,77.7,65.18,2.94,53.07,43.63,48.9,0,4088.61,54.91,Moderate
118.9,192.84,40.78,11.79,52.06,26.63,65.9,0,18133.54,86.28,Moderate
66.29,148.37,19.2,2.65,21.17,20.15,81.17,0,24045.53,51.92,Moderate
51.21,75.48,34.27,11.69,43.93,35.32,47.44,1,3445.74,69.04,Moderate
35.03,66.88,23.44,17.48,34.09,9.2,84.85,0,15430.94,40.79,Low
33.08,47.43,40.81,7.55,47.36,37.12,60.26,0,6360.12,41.77,Low
26.25,43.35,11.55,30.51,29.3,45.21,61.75,0,1131.07,34.38,Low
37.38,90.1,3.21,17.66,10.9,30.81,77.79,0,20890.56,30.68,Low
22.86,31.78,38.16,16.52,40.35,13.37,79.7,0,12960.81,35.27,Low
12.68,25.64,42.55,13.23,56.61,40.25,59.02,0,1085.3,35.01,Low
31.41,61.91,5.43,20.24,56.62,28.13,37.01,0,22438.61,29.63,Low
39.36,53.41,1.81,32.45,5.0,23.6,60.75,1,13624.29,46.07,Low
58.57,95.1,32.27,13.98,43.65,15.31,37.43,1,18558.15,73.23,Moderate
17.98,34.73,39.12,7.98,53.77,13.6,58.67,0,10875.87,34.28,Low
33.26,48.0,22.7,62.95,42.74,36.53,54.73,0,5029.64,41.25,Low
45.36,101.63,12.26,13.67,57.29,24.24,38.37,0,11906.55,39.46,Low
44.72,110.19,88.17,10.32,11.79,24.13,46.73,0,7547.97,58.0,Moderate
82.35,121.81,36.65,19.37,17.1,26.26,79.16,1,7770.02,80.39,Moderate
26.6,38.39,57.96,1.12,51.79,5.48,55.15,1,16275.01,66.92,Moderate
16.85,30.19,9.81,2.68,33.03,24.78,53.12,0,2804.95,16.38,Low
34.71,75.39,63.91,0.72,63.46,24.94,68.07,1,10226.86,67.04,Moderate
27.56,43.17,35.66,1.04,46.14,39.95,84.59,0,13892.81,38.24,Low
24.32,29.81,82.4,4.09,22.09,33.28,51.25,0,17891.51,44.18,Low
22.06,42.0,41.34,7.56,21.08,12.86,77.55,0,16006.03,34.37,Low
39.46,96.42,28.59,7.21,5.0,21.07,59.98,0,22213.04,37.19,Low
19.91,34.02,24.98,10.6,53.75,35.46,88.97,0,24813.41,30.53,Low
51.19,89.38,15.45,15.72,37.67,11.97,76.0,0,23466.87,45.9,Low
49.71,122.26,25.18,7.86,58.33,41.96,54.53,1,19221.73,74.76,Moderate
41.74,87.78,41.86,16.19,45.15,24.59,64.16,0,17307.37,44.37,Low
15.12,32.27,47.05,32.22,42.29,30.36,47.98,0,1368.08,33.52,Low
38.33,74.03,13.47,51.36,56.31,20.58,62.44,1,13570.72,59.75,Moderate
60.94,150.34,7.06,36.66,38.04,20.44,47.59,0,16761.06,51.28,Moderate
53.46,112.02,33.53,46.31,33.35,15.78,49.66,0,10617.03,55.22,Moderate
48.94,115.67,5.09,10.82,40.0,40.37,77.56,0,9927.52,45.44,Low
32.93,69.46,25.59,1.32,56.83,30.92,63.42,0,13791.9,36.57,Low
31.97,68.91,8.09,9.94,21.16,15.34,65.45,1,22712.68,50.05,Moderate
66.94,105.59,45.73,3.65,58.49,32.06,52.55,0,6892.75,60.79,Moderate
39.06,62.28,19.12,10.96,41.27,34.4,55.36,0,10276.84,37.51,Low
39.37,87.32,21.11,2.63,32.32,35.81,54.66,0,16500.65,39.72,Low
139.18,220.71,6.61,12.96,43.66,27.81,51.16,0,5057.18,86.8,Moderate
26.21,50.62,54.17,5.13,63.53,26.71,50.59,0,20955.14,39.52,Low
4.75,7.24,30.94,5.08,63.38,15.69,47.02,0,16818.65,23.41,Low
28.88,65.34,31.77,29.3,47.84,38.32,39.28,0,9130.42,41.99,Low
30.03,40.36,8.46,13.3,52.52,31.67,58.86,0,18193.09,28.5,Low
38.69,88.15,4.56,11.58,40.86,34.89,45.72,0,7343.99,35.85,Low
44.46,88.19,13.39,23.68,28.3,6.17,84.91,0,19474.29,45.23,Low
5.66,8.17,18.74,15.92,48.9,34.57,39.93,0,2231.86,19.97,Low
45.03,85.76,13.04,23.31,31.02,25.25,53.94,1,10955.42,56.06,Moderate
31.25,48.98,82.65,10.12,19.47,33.28,71.01,0,6910.15,49.29,Low
27.04,43.81,55.15,22.1,31.55,13.02,27.88,0,20509.16,43.1,Low
8.46,14.02,26.08,1.48,7.16,43.13,71.61,0,18942.3,22.54,Low
75.3,96.56,14.3,9.94,15.23,18.48,47.63,0,21125.6,49.84,Low
24.09,59.79,10.02,14.87,80.58,36.52,43.78,1,16463.29,53.93,Moderate
49.34,61.23,25.21,7.53,62.52,22.95,68.77,0,19985.4,41.45,Low
17.78,36.66,32.51,10.31,35.2,43.5,70.48,0,11250.31,34.34,Low
39.77,66.92,17.94,24.42,50.44,27.98,43.41,0,17112.41,36.96,Low
27.33,55.75,35.97,25.04,20.99,43.85,54.97,0,1262.38,41.33,Low
48.42,80.53,16.82,14.8,53.23,24.3,78.12,0,22077.75,39.62,Low
26.71,55.45,9.91,33.53,45.22,13.87,53.34,1,17276.95,52.64,Moderate
17.18,36.89,36.04,3.46,25.9,27.96,44.94,0,21719.36,25.79,Low
32.19,67.52,4.37,8.94,33.53,23.67,58.13,0,19386.04,25.85,Low
31.14,41.98,7.02,9.27,32.15,18.96,58.6,1,7516.23,45.92,Low
38.12,78.3,11.57,31.12,57.0,37.43,56.12,1,7185.57,61.58,Moderate
57.45,89.85,15.73,17.68,38.37,11.47,66.73,0,20091.15,49.06,Low
14.38,17.8,41.95,38.12,8.44,44.12,50.34,0,5025.38,34.33,Low
55.7,96.88,6.63,1.61,31.02,23.15,69.46,1,3211.2,58.15,Moderate
12.71,22.42,21.19,15.19,24.35,11.38,54.46,1,868.53,44.45,Low
47.28,85.46,32.8,11.8,10.44,28.9,38.4,0,7811.49,41.47,Low
48.19,101.99,30.82,0.17,24.78,26.83,83.84,0,2931.99,42.13,Low
23.21,37.18,41.96,4.97,5.0,23.46,36.88,1,20141.32,47.36,Low
18.46,29.72,21.69,3.51,21.38,18.7,72.42,0,12371.32,22.5,Low
17.75,22.7,15.3,17.51,43.92,38.14,57.58,1,6686.62,46.67,Low
34.2,71.58,60.9,29.95,49.07,30.39,60.31,0,15251.13,49.71,Low
50.11,97.12,14.81,8.16,50.07,20.14,46.92,1,2223.63,62.45,Moderate
29.47,48.75,13.11,3.32,59.15,28.98,52.71,0,18289.97,28.83,Low
4.23,8.95,12.29,2.55,63.75,17.2,71.94,0,12784.13,16.8,Low
22.16,42.06,11.9,39.66,19.51,34.79,43.37,0,658.67,27.45,Low
21.61,39.11,70.59,5.69,12.47,45.97,52.46,0,8320.82,46.03,Low
44.27,82.56,78.44,6.41,40.85,36.07,75.85,1,18879.71,79.76,Moderate
45.69,92.63,45.59,1.54,50.93,18.39,51.21,1,5108.82,69.77,Moderate
35.9,73.88,37.06,12.32,23.29,15.38,60.43,0,24065.99,41.24,Low
55.77,87.87,13.13,11.23,45.29,25.99,61.66,0,22467.41,41.18,Low
58.27,80.59,17.71,8.09,76.45,8.91,46.94,0,19566.85,53.18,Moderate
23.09,32.4,5.73,1.95,13.28,34.15,66.35,0,2424.43,20.29,Low
17.46,35.46,21.32,10.88,40.12,31.66,58.9,0,9169.01,25.35,Low
30.85,72.03,7.78,9.28,60.78,23.47,47.98,0,7805.83,29.65,Low
35.85,62.11,29.22,10.32,36.04,22.1,69.49,0,3871.82,35.41,Low
22.28,31.65,14.02,7.16,48.26,23.89,62.18,1,24990.66,42.38,Low
158.76,346.68,31.06,20.86,58.2,40.62,58.96,0,4106.34,123.21,High
72.73,165.99,12.08,25.6,33.97,20.94,55.34,0,8225.52,57.3,Moderate
20.84,48.86,4.73,2.54,18.78,13.04,38.01,1,22063.47,42.75,Low
14.85,29.54,10.4,19.67,37.98,17.18,57.7,0,4037.44,21.69,Low
19.66,45.58,33.05,26.81,18.11,34.89,26.68,0,12003.44,31.78,Low
58.89,71.85,34.61,55.19,28.99,15.39,71.07,0,24404.41,54.35,Moderate
59.75,80.03,32.15,13.21,48.84,36.99,42.68,0,6558.57,53.74,Moderate
73.25,96.72,28.94,7.3,43.62,22.98,68.09,0,17724.93,53.75,Moderate
17.08,36.32,26.1,22.54,59.96,7.06,38.97,0,2460.97,35.51,Low
44.17,56.99,40.21,7.44,44.64,32.49,40.56,0,15221.36,44.38,Low
18.26,33.7,1.88,28.02,24.41,22.29,48.87,0,8806.71,17.84,Low
82.56,149.81,68.42,10.22,20.07,28.72,87.96,1,17639.33,93.42,High
17.52,28.1,20.86,5.13,52.56,18.77,53.46,0,11105.81,24.96,Low
12.33,28.74,40.42,12.49,44.8,37.31,85.13,0,7825.47,31.81,Low
14.21,20.2,24.46,8.97,36.16,29.46,66.95,0,13877.19,21.78,Low
32.28,53.53,13.78,8.19,46.78,46.66,56.11,0,3922.33,38.73,Low
49.68,109.61,19.62,0.76,25.91,32.11,62.59,1,20453.58,62.94,Moderate
47.74,59.17,9.87,26.44,5.0,22.67,65.01,0,18892.38,32.28,Low
14.68,30.47,11.43,26.29,60.86,16.35,66.66,1,13851.72,45.39,Low
24.94,56.39,35.78,17.04,52.98,10.83,79.88,0,9492.68,40.43,Low
22.72,54.81,29.38,18.29,38.26,23.71,61.3,0,22923.04,29.68,Low
13.11,30.66,4.17,4.18,22.03,24.1,69.2,0,16044.23,12.63,Low
22.35,36.1,11.84,13.68,35.73,40.91,89.36,0,7477.6,29.0,Low
71.42,140.15,20.78,10.03,5.41,20.89,36.47,1,20264.36,72.42,Moderate
11.73,15.25,24.56,13.4,42.29,35.15,58.26,1,16057.98,44.23,Low
37.39,57.41,86.28,0.08,5.0,23.93,72.02,0,3611.81,47.62,Low
72.39,95.74,28.78,20.26,42.13,43.92,39.21,0,3298.71,62.86,Moderate
70.21,113.03,3.48,4.11,25.89,9.34,45.44,0,23483.57,51.26,Moderate
84.81,198.27,25.56,3.14,37.05,38.52,45.89,1,7553.84,92.2,High
39.72,65.58,7.98,42.88,17.22,20.01,65.75,1,16755.32,53.34,Moderate
43.41,83.81,21.57,35.27,70.16,33.92,67.89,0,1392.63,47.22,Low
22.64,39.93,91.52,0.74,47.21,40.72,46.77,1,14134.3,73.16,Moderate
11.52,20.7,16.83,5.36,26.23,21.49,66.43,0,6162.65,16.64,Low
29.44,72.43,47.02,8.28,36.41,14.04,50.27,0,3920.84,43.08,Low
63.22,100.21,25.34,32.08,72.12,13.07,78.84,1,19450.83,79.3,Moderate
4.16,8.38,66.29,21.62,21.0,16.46,67.67,0,20333.8,30.92,Low
23.37,40.8,37.53,2.07,17.75,0.71,71.02,0,18022.7,38.82,Low
46.03,58.9,51.27,12.28,16.9,22.72,83.83,0,774.08,43.74,Low
32.57,59.8,32.76,8.32,26.37,31.5,70.38,0,7480.28,35.55,Low
67.92,153.33,16.64,8.6,69.9,27.46,51.45,0,9343.55,56.57,Moderate
59.38,78.88,61.19,5.86,28.8,21.22,61.86,0,17425.83,55.36,Moderate
10.35,13.36,30.15,8.39,31.66,16.13,40.33,0,19010.82,22.96,Low
34.36,48.1,17.55,19.71,44.03,19.29,43.45,0,15882.45,33.05,Low
18.93,41.52,13.79,9.44,39.38,27.84,68.94,0,19832.66,22.16,Low
18.75,40.15,30.93,10.34,59.39,33.25,85.11,1,10968.85,51.89,Moderate
11.04,21.36,54.24,21.73,56.43,10.05,76.1,0,13775.2,38.12,Low
38.1,68.91,34.81,16.2,46.55,26.57,65.13,0,2074.13,39.63,Low
68.76,161.92,18.66,21.9,35.4,27.65,37.45,1,10965.5,76.35,Moderate
40.26,88.45,33.86,4.25,59.2,15.57,62.03,0,11099.51,46.17,Low
10.46,23.6,43.83,11.44,24.26,30.47,44.91,1,15482.24,46.0,Low
31.38,70.82,5.47,11.09,22.98,34.33,65.84,0,9758.46,29.35,Low
44.92,91.44,8.06,9.57,31.84,19.3,40.13,1,6342.15,56.52,Moderate
29.85,53.6,41.03,7.95,63.23,16.33,62.45,0,6321.11,41.06,Low
39.81,92.53,7.74,34.35,23.26,46.56,52.24,1,3779.89,64.04,Moderate
20.07,48.23,21.54,7.12,27.99,33.0,61.28,0,17675.05,26.83,Low
27.57,33.94,27.31,27.95,43.48,26.8,52.04,0,15752.93,30.65,Low
26.42,33.48,10.57,47.48,38.87,18.26,36.52,0,14691.62,29.09,Low
76.29,186.62,22.23,3.25,32.41,17.27,75.36,1,13509.98,83.28,Moderate
14.93,23.3,27.61,1.99,49.34,30.73,55.55,0,9504.67,24.58,Low
4.77,11.15,55.89,0.52,30.54,16.77,53.51,0,19333.56,27.01,Low
73.43,125.22,52.0,27.63,61.12,16.34,57.91,0,23089.59,70.7,Moderate
35.13,47.59,30.84,28.22,44.75,23.65,50.16,0,11279.74,36.03,Low
12.58,16.41,15.33,3.5,60.33,31.38,50.13,0,10522.67,20.84,Low
56.28,78.99,52.75,22.19,24.19,42.64,81.57,0,4486.83,59.7,Moderate
46.63,71.11,53.98,4.92,37.04,27.4,61.23,1,16932.37,67.36,Moderate
83.65,153.5,13.54,11.84,5.0,16.78,53.44,0,14173.26,58.66,Moderate
36.94,78.02,28.89,26.19,66.74,22.32,35.1,0,24705.95,41.88,Low
119.09,295.63,17.57,16.33,85.88,38.04,52.32,0,14815.92,99.21,High
30.03,53.27,31.62,4.37,34.24,37.03,45.44,0,7570.97,36.7,Low
46.69,87.48,12.69,12.56,47.45,37.47,53.69,0,14292.05,43.47,Low
50.87,95.56,43.5,7.8,42.26,35.14,82.79,0,24625.03,53.03,Moderate
161.07,306.23,31.76,21.97,14.16,44.14,81.49,0,18221.71,117.76,High
24.01,44.98,12.72,15.92,64.95,27.07,56.09,1,3650.14,47.04,Low
23.48,28.45,40.92,15.81,34.51,32.52,49.69,0,8907.48,33.3,Low
51.51,61.93,15.22,4.06,5.0,16.93,68.67,1,7817.78,56.3,Moderate
11.7,15.53,4.29,3.91,25.68,27.33,76.78,1,21492.18,31.65,Low
18.83,25.09,10.39,13.35,12.11,27.73,55.92,0,15473.49,17.07,Low
29.47,62.38,46.83,24.47,42.44,32.89,90.31,1,20347.5,62.71,Moderate
82.1,120.4,71.47,39.84,42.32,18.75,51.89,1,4818.03,97.67,High
51.54,121.79,72.64,1.07,63.72,9.35,54.64,0,22746.86,68.89,Moderate
34.22,82.38,16.01,11.95,76.6,19.19,57.64,0,1928.62,38.49,Low
22.46,55.44,21.52,26.32,78.23,35.62,54.94,1,9683.51,56.75,Moderate
101.66,246.09,17.85,20.28,19.49,22.88,42.75,0,846.65,75.67,Moderate
31.24,48.53,24.72,15.38,52.39,29.69,71.59,1,5014.85,53.89,Moderate
18.82,35.06,7.45,25.97,55.94,19.01,55.71,0,24074.53,24.45,Low
113.16,161.6,16.38,3.62,29.53,35.41,92.3,0,2423.14,74.85,Moderate
12.15,27.32,28.96,20.84,45.74,23.94,71.59,0,4062.46,23.47,Low
70.04,164.95,46.99,27.37,47.99,23.8,64.86,0,23158.8,66.74,Moderate
32.82,75.71,30.83,2.9,30.3,38.28,89.0,1,17899.28,59.91,Moderate
51.46,90.74,20.77,15.94,65.64,40.77,70.77,0,10470.63,51.93,Moderate
45.9,100.34,10.64,22.16,44.7,38.47,70.26,0,2184.76,45.01,Low
51.0,67.67,48.91,23.8,36.57,21.72,49.99,0,19733.45,49.52,Low
119.21,149.29,6.48,0.91,15.53,19.05,56.42,0,12571.8,69.18,Moderate
108.56,236.57,7.93,6.02,63.03,15.88,74.95,1,8413.91,100.92,High
19.57,34.31,37.98,0.14,41.5,10.11,72.16,0,9338.39,34.26,Low
44.81,111.77,41.71,34.1,41.57,15.67,50.97,1,12879.3,73.85,Moderate
7.63,10.11,1.72,8.23,23.08,16.51,95.05,0,14005.2,11.95,Low
54.43,125.85,20.91,3.64,57.88,12.38,56.93,0,20543.42,53.09,Moderate
62.35,113.72,3.5,3.19,17.3,9.83,77.57,1,19406.74,67.0,Moderate
4.84,11.02,21.92,6.37,5.0,11.96,63.92,0,19292.94,17.27,Low
32.02,72.43,18.49,27.41,25.82,24.49,66.84,0,18367.8,31.17,Low
51.4,122.89,61.66,4.24,46.94,29.41,54.91,0,19065.78,58.67,Moderate
40.89,64.9,34.16,37.72,46.77,28.52,63.04,0,17101.24,43.3,Low
12.36,30.09,34.95,2.05,42.81,19.78,36.77,0,21766.58,25.53,Low
13.49,18.85,55.03,57.72,36.56,21.51,76.56,0,14157.63,34.96,Low
29.54,38.59,56.41,6.52,43.17,28.67,71.28,1,13260.68,59.4,Moderate
24.01,42.28,27.72,38.43,97.21,26.92,87.95,1,17681.75,56.68,Moderate
25.65,58.39,14.86,34.15,45.0,30.62,61.15,0,4567.15,31.28,Low
10.97,19.92,45.24,34.04,31.55,15.38,45.09,0,19535.32,31.32,Low
33.2,75.63,43.71,10.81,37.91,42.34,82.45,1,23435.82,67.5,Moderate
82.48,177.22,37.72,2.5,35.85,31.31,56.04,0,7758.37,69.02,Moderate
12.8,18.85,27.63,14.45,41.39,32.43,10.0,0,15470.6,24.59,Low
27.89,67.86,21.76,4.86,21.77,14.39,67.52,0,1299.25,32.44,Low
47.9,61.27,56.53,34.28,55.98,14.16,74.05,0,19262.66,56.69,Moderate
8.83,20.92,18.44,13.76,45.94,18.03,78.3,0,14211.87,20.61,Low
33.42,53.33,14.28,11.98,24.22,32.37,46.48,0,17004.53,30.29,Low
61.2,113.23,20.7,5.22,60.4,13.43,67.65,0,4003.32,54.36,Moderate
15.13,26.46,12.44,7.45,5.0,29.47,68.7,1,20331.64,35.91,Low
35.59,50.66,43.85,19.1,83.05,39.59,69.26,0,6770.44,49.97,Low
58.52,97.47,27.65,16.44,77.7,17.93,51.01,1,17277.41,74.4,Moderate
115.59,167.7,3.77,22.19,74.5,15.64,65.33,0,15031.97,78.49,Moderate
34.4,50.4,34.26,23.7,30.07,17.69,76.78,1,16517.89,58.11,Moderate
19.15,27.64,21.25,25.49,44.81,23.36,31.8,1,1730.81,44.65,Low
6.6,12.11,25.27,3.05,27.56,34.5,59.79,0,18675.34,19.24,Low
19.27,43.12,30.2,17.13,48.61,35.12,75.04,0,19983.62,32.71,Low
10.44,20.24,16.71,16.12,40.37,32.99,84.2,0,12132.99,20.85,Low
86.51,204.27,14.16,1.93,30.79,5.56,83.24,1,10517.1,92.27,High
56.35,114.25,37.81,18.04,30.58,23.13,74.17,1,8892.35,71.11,Moderate
13.49,28.28,8.87,33.82,41.65,16.18,88.01,0,23233.11,22.84,Low
18.34,37.92,11.23,18.43,98.72,29.04,74.64,0,18999.17,28.24,Low
34.03,60.71,13.42,2.21,66.11,34.0,25.12,0,17616.16,35.04,Low
60.92,127.69,48.42,4.88,41.71,20.01,53.26,0,23177.36,58.82,Moderate
44.88,57.93,58.04,15.13,36.38,44.21,81.4,0,9044.85,55.91,Moderate
42.16,97.72,13.32,3.98,52.46,15.94,52.36,0,15938.38,40.81,Low
37.16,82.16,11.42,19.72,27.74,30.32,79.49,0,17308.39,33.91,Low
14.09,21.4,27.42,12.15,35.44,46.44,71.61,1,24907.57,51.48,Moderate
34.32,75.46,21.23,25.0,5.0,34.18,88.25,0,10966.06,35.23,Low
31.63,38.47,44.41,8.93,41.82,30.94,53.51,0,10304.44,37.87,Low
10.31,15.28,35.72,15.44,42.33,23.3,32.46,0,2569.95,23.0,Low
85.22,109.48,75.4,5.73,29.12,31.11,56.83,1,2912.09,94.2,High
21.15,46.82,11.89,11.71,49.03,19.48,38.65,1,13039.08,45.54,Low
10.55,23.04,43.94,2.85,42.49,36.28,53.08,0,4693.96,29.88,Low
23.79,53.71,18.48,27.97,29.36,17.76,18.1,1,2286.81,49.78,Low
27.14,32.72,10.82,8.6,56.46,22.52,60.26,1,24139.88,45.12,Low
30.99,57.37,18.23,26.85,36.41,16.61,66.51,1,23809.73,54.12,Moderate
26.82,56.77,19.79,8.77,19.05,21.57,67.37,1,8469.28,46.84,Low
32.19,45.13,54.54,3.9,5.0,20.42,74.84,0,19851.8,36.93,Low
35.92,73.44,6.04,11.5,68.71,4.84,64.83,0,21877.45,41.63,Low
34.71,45.44,13.65,2.61,42.52,25.33,50.3,1,11886.3,47.2,Low
41.96,60.25,26.47,8.41,41.67,20.16,78.8,1,5980.58,58.18,Moderate
43.58,79.25,10.19,24.15,39.12,11.9,70.69,0,3680.22,41.29,Low
44.28,90.75,70.56,17.62,64.36,18.15,59.02,0,3950.15,59.58,Moderate
51.4,71.42,77.9,13.3,42.85,28.62,58.38,0,20024.86,58.49,Moderate
19.48,28.07,24.92,8.65,70.96,7.26,50.68,0,9918.19,34.91,Low
20.01,29.33,37.9,35.66,42.92,23.39,79.4,0,17490.94,30.97,Low
61.09,92.26,63.09,13.65,5.0,36.46,60.57,0,13697.99,60.18,Moderate
24.31,36.33,22.37,5.83,65.34,20.68,73.25,1,10169.38,49.34,Low
29.83,51.12,36.34,23.51,46.31,39.62,30.04,1,3533.49,62.24,Moderate
28.05,57.51,9.08,18.87,29.86,35.76,62.21,1,8669.5,49.95,Low
113.09,200.11,3.94,4.85,34.87,28.64,64.29,0,21084.26,72.22,Moderate
17.08,37.73,47.56,30.58,33.85,24.76,42.49,1,20379.25,51.44,Moderate
16.84,35.95,23.45,14.0,15.17,25.07,48.88,0,1195.03,20.31,Low
